V1	V2	semantics
spring-up	02630344	stative
sprinkle	01378910	contact
sprint	01932532	motion
spritz	01316440	contact
sprout	00357986	change
spruce	00294739	change
spruce-up	00294739	change
spud	01446109	contact
spue	00101710	body
spume	00512936	change
spur	02560355	social
spurn	00798638	communication
spurt	02072341	motion
sputter	02190806	perception
spy	02158742	perception
squabble	00776101	communication
squall	01049135	communication
squander	02273196	possession
square	00145268	change
square-away	00276642	change
square-dance	01902886	motion
square-off	00765444	communication
square-up	00145268	change
squash	01596858	contact
squat	01548096	contact
squawk	01050811	communication
squeak	02176108	perception
squeak-by	02594620	social
squeak-through	01250248	contact
squeal	01056566	communication
squeegee	01395444	contact
squeeze	01596858	contact
squeeze-by	02594620	social
squeeze-for	02511717	social
squeeze-out	02409218	social
squelch	00464147	change
squinch	02067153	motion
squint	00008595	body
squire	02030049	motion
squirm	01872363	motion
squirrel-away	02310836	possession
squirt	01378302	contact
squish	01925584	motion
stab	01234216	contact
stabilise	01222557	contact
stabilize	00271625	change
stable	02465338	social
stack	01506584	contact
stack-away	02285938	possession
stack-up	01506930	contact
staff	01091160	competition
stag	02602272	social
stage	01715304	creation
stage-direct	01715195	creation
stagger	01928835	motion
stagnate	02731161	stative
stain	00286768	change
stake	02550969	social
stale	00072650	body
stalemate	01079596	competition
stalinise	00570164	change
stalinize	00570164	change
stalk	01928101	motion
stall	02648322	stative
stammer	00983576	communication
stamp	01929291	motion
stamp-down	00463047	change
stamp-out	00355692	change
stampede	02091072	motion
stanch	00355106	change
stand	01548893	contact
stand-back	02661794	stative
stand-by	02732260	stative
stand-fast	00820824	communication
stand-firm	01119003	competition
stand-for	00837915	communication
stand-guard	02460581	social
stand-in	02263424	possession
stand-out	02680375	stative
stand-pat	00820824	communication
stand-sentinel	02460581	social
stand-still	01838427	motion
stand-up	01987278	motion
stand-watch	02460581	social
standardise	00684355	cognition
standardize	00468630	change
staple	01369772	contact
star	02637430	stative
starboard	01936922	motion
starch	00418781	change
stare	02137210	perception
stare-down	02137454	perception
stargaze	02137762	perception
start	00346415	change
start-out	00346415	change
start-up	01861703	motion
startle	01825572	emotion
starve	01190677	consumption
stash	02310836	possession
stash-away	02285938	possession
state	01011267	communication
station	01091334	competition
staunch	00355106	change
stave	02367797	possession
stave-in	00336507	change
stave-off	02458770	social
stay	00117793	change
stay-at	02655702	stative
stay-away	02661794	stative
stay-fresh	02740675	stative
stay-in-place	01852297	motion
stay-off	00813382	communication
stay-on	02733337	stative
stay-over	02658824	stative
stay-put	01861378	motion
stay-together	02493017	social
stay-up	00020252	body
steady	00417496	change
steady-down	00416323	change
steal	02326737	possession
steal-away	02080274	motion
steam	01948835	motion
steam-heat	02338595	possession
steam-clean	01247889	contact
steamer	01948835	motion
steamroll	02511456	social
steamroller	02511456	social
steel	01810238	emotion
steel-oneself-against	00274056	change
steel-onself-for	00274056	change
steep	00602438	cognition
steepen	00537887	change
steer	01935739	motion
stem	02633834	stative
stencil	01753468	creation
stenograph	01695401	creation
step	01932791	motion
step-down	02387509	social
step-forward	02093441	motion
step-in	02544431	social
step-on	02096306	motion
step-on-it	02062918	motion
step-out	02020253	motion
step-to-the-fore	02093441	motion
step-up	00291064	change
stereotype	00657963	cognition
sterilise	00062353	body
sterilize	00062353	body
stet	02607677	social
stew	01809351	emotion
stick	01530857	contact
stick-about	02644528	stative
stick-around	02644528	stative
stick-by	02644714	stative
stick-in	01027611	communication
stick-on	01365133	contact
stick-out	02719247	stative
stick-to	01359453	contact
stick-together	02493017	social
stick-up	02282293	possession
stick-with	00352060	change
stickle	00775831	communication
stiffen	00419488	change
stifle	01571411	contact
stigmatise	02513894	social
stigmatize	02513894	social
still	01768652	emotion
still-fish	01147934	competition
still-hunt	01144629	competition
stimulate	00504245	change
sting	02124916	perception
stink	02679962	stative
stink-out	02130487	perception
stink-up	02130487	perception
stint	02350494	possession
stipple	01754110	creation
stipulate	01020937	communication
stir	01898313	motion
stir-fry	00327260	change
stir-up	02591135	social
stitch	01331921	contact
stock	02290237	possession
stock-take	02477918	social
stock-up	02328282	possession
stockade	01133356	competition
stockpile	02290237	possession
stoke	02444021	social
stomach	01200264	consumption
stomp	01929291	motion
stone	01326182	contact
stone-wash	01539564	contact
stonewall	01036804	communication
stonewash	01539564	contact
stooge	01849047	motion
stool	00785906	communication
stoop	02066560	motion
stoop-to	00911087	communication
stop	01864781	motion
stop-dead	01838672	motion
stop-over	02659017	stative
stop-up	01425540	contact
stopper	01223200	contact
stopple	01223200	contact
store	02285938	possession
storm	02728891	stative
stow	01495891	contact
stow-away	02150605	perception
straddle	02711773	stative
strafe	01138568	competition
straggle	02070232	motion
straighten	02039626	motion
straighten-out	00208463	change
straighten-up	01986700	motion
strain	01148517	competition
straiten	02609431	social
strand	02233137	possession
strangle	01573763	contact
strangulate	01573763	contact
strap	01292095	contact
stratify	02518474	social
straw	01611244	contact
stray	01885173	motion
streak	02091872	motion
stream	02074607	motion
streamline	01693794	creation
street-walk	02559943	social
streetwalk	02559943	social
strengthen	00221295	change
stress	01015376	communication
stretch	02613865	stative
stretch-along	02613865	stative
stretch-forth	00027698	body
stretch-out	02058913	motion
strew	01380788	contact
striate	00510014	change
strickle	01588311	contact
stride	01923704	motion
stridulate	02176740	perception
strike	01412877	contact
strike-a-blow	00137611	change
strike-a-chord	00593581	cognition
strike-a-note	01773141	emotion
strike-back	01155631	competition
strike-down	02482757	social
strike-dumb	01772685	emotion
strike-hard	01241204	contact
strike-home	01773141	emotion
strike-off	00802412	communication
strike-out	00802412	communication
strike-up	01654652	creation
string	01362135	contact
string-along	01997837	motion
string-out	01363418	contact
string-up	02491069	social
strip	02319255	possession
strip-search	01321130	contact
strip-down	00049617	body
strip-mine	01166397	consumption
stripe	01275827	contact
strive	02536865	social
stroke	01228534	contact
stroll	01921973	motion
strong-arm	02521109	social
strop	01249523	contact
structure	00405129	change
struggle	02412468	social
strum	02184806	perception
strut	01920627	motion
stub	01569964	contact
stub-out	00479613	change
stucco	01682174	creation
stud	02695724	stative
study	00646245	cognition
stuff	01527659	contact
stultify	01805062	emotion
stumble	01905126	motion
stump	00622051	cognition
stun	00269854	change
stunt	02457844	social
stupefy	02120101	perception
stutter	00983576	communication
style	01030475	communication
stylise	01691464	creation
stylize	01691464	creation
stymie	02563025	social
stymy	02563025	social
sub	02263424	possession
subcontract	02466486	social
subdivide	00334087	change
subdue	02428975	social
subedit	00629787	cognition
subject	02115410	perception
subjoin	01331708	contact
subjugate	02428975	social
sublease	02214043	possession
sublet	02214043	possession
sublimate	01957386	motion
sublime	00366463	change
subluxate	00091265	body
submarine	01874667	motion
submerge	01995486	motion
submerse	01995486	motion
submit	00880167	communication
subordinate	00661206	cognition
suborn	02587361	social
subpoena	00795080	communication
subrogate	02365881	possession
subscribe	02304071	possession
subscribe-to	02214527	possession
subserve	02554285	social
subside	00233328	change
subsidise	02221793	possession
subsidize	02221492	possession
subsist	02622766	stative
substantiate	00667804	cognition
substitute	02262575	possession
subsume	02640748	stative
subtend	02699684	stative
subtilise	00393460	change
subtilize	00651886	cognition
subtitle	02337307	possession
subtract	00642914	cognition
suburbanise	00122826	change
suburbanize	00122826	change
subvent	00891261	communication
subvention	00891261	communication
subvert	02407551	social
subvocalise	00981699	communication
subvocalize	00981699	communication
succeed	02529837	social
succor	02554407	social
succour	02554407	social
succumb	00806138	communication
succuss	01894344	motion
suck	01171984	consumption
suck-in	01200618	consumption
suck-out	01543481	contact
suck-up	01541851	contact
suckle	01189918	consumption
suction	01858665	motion
sudate	00067316	body
suds	01538864	contact
sue	02588127	social
suffer	02113644	perception
suffice	02675578	stative
suffix	01300709	contact
suffocate	01572009	contact
suffuse	00455206	change
sugar	02200397	perception
sugarcoat	02200824	perception
suggest	00876925	communication
suit	02708690	stative
sulfate	00587063	change
sulfur	00517827	change
sulfurette	01464514	contact
sulk	02724891	stative
sully	01540747	contact
sulphur	00517827	change
sulphurette	01464514	contact
sum	02758570	stative
sum-up	01009951	communication
summarise	02758570	stative
summarize	01009951	communication
summate	00951320	communication
summer	02715648	stative
summerise	00409373	change
summerize	00409373	change
summit	02025001	motion
summon	00792796	communication
summons	00792796	communication
sun	00103901	body
sunbathe	00103901	body
sunburn	00104053	body
sunder	00336624	change
suntan	00103780	body
sup	01208079	consumption
superannuate	02385560	social
supercharge	00498142	change
superfetate	00067621	body
superimpose	01471892	contact
superinfect	00088724	body
superintend	02447914	social
superordinate	00660290	cognition
superpose	01472074	contact
superscribe	01695991	creation
supersede	02410532	social
supervene	00342077	change
supervene-upon	02410532	social
supervise	02447914	social
supinate	02094510	motion
supplant	02410532	social
supple	00583994	change
supplement	02347128	possession
supplicate	00760672	communication
supply	02332196	possession
support	02561834	social
suppose	00919271	communication
suppress	00463047	change
suppurate	00096933	body
surcharge	02325753	possession
surf	01951936	motion
surface	01994295	motion
surface-mine	01166397	consumption
surface-mine	01166397	consumption
surfboard	01951936	motion
surfeit	02338221	possession
surge	02045051	motion
surmise	00690947	cognition
surmount	01111038	competition
surpass	02679754	stative
surprise	00727236	cognition
surrender	01118003	competition
surround	01469999	contact
surtax	02313095	possession
surveil	02203116	perception
survey	00648195	cognition
survive	02624202	stative
suspect	00923043	communication
suspend	01483784	contact
suspire	00004032	body
suss-out	00663742	cognition
sustain	02685340	stative
susurrate	01046249	communication
suture	01298740	contact
swab	01246742	contact
swaddle	01302857	contact
swag	01989538	motion
swage	01258938	contact
swagger	01920627	motion
swallow	01204494	consumption
swallow-up	01585330	contact
swamp	02777522	weather
swan	01013058	communication
swank	02146446	perception
swap	02263812	possession
swarm	02720849	stative
swash	02093349	motion
swat	01399591	contact
swathe	01302857	contact
swatter	01378123	contact
sway	01879288	motion
swear	00867051	communication
swear-in	01019510	communication
swear-off	00886335	communication
swear-out	01441318	contact
sweat	00067316	body
sweat-off	00045739	body
sweep	01874036	motion
sweep-away	01624256	creation
sweep-off	01774291	emotion
sweep-over	01813288	emotion
sweep-through	02528247	social
sweep-under-the-rug	02376560	social
sweep-up	02683607	stative
sweet-talk	00770823	communication
sweeten	02199916	perception
swell	00556161	change
swell-up	00257393	change
swelter	00078069	body
swerve	02037140	motion
swig	01418239	contact
swill	01180517	consumption
swill-down	01171713	consumption
swim	01964770	motion
swindle	02578034	social
swing	02092012	motion
swing-about	01882942	motion
swing-around	01882942	motion
swing-out	01596684	contact
swing-over	02542904	social
swinge	00379192	change
swipe	01396854	contact
swirl	02052840	motion
swish	02192644	perception
switch	00140571	change
switch-hit	01416373	contact
switch-off	01513208	contact
switch-on	01513031	contact
switch-over	00140571	change
swivel	02050521	motion
swob	01246742	contact
swoon	00023639	body
swoop	02068286	motion
swoop-up	01442629	contact
swoosh	02192644	perception
swop	02263812	possession
swosh	02192644	perception
swot	00607178	cognition
swot-up	00607178	cognition
syllabicate	01566117	contact
syllabify	01566117	contact
syllabise	01566117	contact
syllabize	01566117	contact
syllogise	00655120	cognition
syllogize	00655120	cognition
symbolise	00989629	communication
symbolize	00837915	communication
symmetrise	00553696	change
symmetrize	00553696	change
sympathise	01826674	emotion
sympathize	01826674	emotion
sympathize-with	01825946	emotion
symphonise	01730929	creation
symphonize	01730929	creation
sync	00394859	change
synchronise	02745129	stative
synchronize	00394859	change
syncopate	00317887	change
syncretise	00554693	change
syncretize	00554693	change
syndicate	02454048	social
synthesise	00645728	cognition
synthesize	00645728	cognition
syphon	01857528	motion
syringe	01376087	contact
systematise	00481900	change
systematize	00481900	change
systemise	00481900	change
systemize	00481900	change
table	02648898	stative
taboo	02514626	social
tabularise	01749344	creation
tabularize	01749344	creation
tabulate	01749344	creation
tack	01360132	contact
tack-on	01331195	contact
tack-together	01660471	creation
tackle	02575545	social
tag	01591414	contact
tag-along	02030876	motion
tag-on	01331195	contact
tail	02005890	motion
tailgate	02002157	motion
tailor	00302443	change
tailor-make	01670222	creation
taint	01540747	contact
take	02605633	social
take-a-bow	00900967	communication
take-a-breath	00001740	body
take-a-breather	00781405	communication
take-a-chance	02550045	social
take-a-crap	00073791	body
take-a-dare	00952369	communication
take-a-dive	00840764	communication
take-a-firm-stand	00820635	communication
take-a-hit	01202393	consumption
take-a-hop	01896097	motion
take-a-joke	00671548	cognition
take-a-leak	00071765	body
take-a-look	02136242	perception
take-a-powder	00428511	change
take-a-shit	00073791	body
take-aback	01813031	emotion
take-account	00593736	cognition
take-advantage	02284617	possession
take-after	02672014	stative
take-aim	01153576	competition
take-apart	01661660	creation
take-arms	01095876	competition
take-away	01436911	contact
take-back	02082541	motion
take-care	02597753	social
take-chances	02550045	social
take-charge	02445635	social
take-control	02445635	social
take-down	01977139	motion
take-effect	00523362	change
take-exception	00809824	communication
take-fire	02766580	weather
take-five	00781953	communication
take-flight	02079709	motion
take-for	00695546	cognition
take-for-granted	00633898	cognition
take-form	02629987	stative
take-heart	01810374	emotion
take-heed	02175483	perception
take-hold	02445635	social
take-hold-of	01441809	contact
take-home	02294759	possession
take-in	02663091	stative
take-in-charge	02545352	social
take-in-vain	01164146	consumption
take-in-water	00258833	change
take-into-account	00725507	cognition
take-issue	00806464	communication
take-it-easy	00026934	body
take-it-on-the-chin	00671446	cognition
take-kindly-to	02725121	stative
take-leave	02012411	motion
take-lying-down	00671284	cognition
take-note	02123398	perception
take-notice	02123258	perception
take-off	02018017	motion
take-office	02388984	social
take-on	00525762	change
take-one's-lumps	00740164	cognition
take-orders	02548720	social
take-out	02410046	social
take-over	02279327	possession
take-pains	02536754	social
take-part	02455121	social
take-place	00340744	change
take-pride	01832935	emotion
take-root	00416323	change
take-shape	02629987	stative
take-sides-with	00897044	communication
take-someone's-side	00897044	communication
take-stage	02541026	social
take-stock	02157817	perception
take-ten	00782097	communication
take-the-air	01886163	motion
take-the-bull-by-the-horns	01081732	competition
take-the-cake	01110306	competition
take-the-count	01127635	competition
take-the-field	01096197	competition
take-the-fifth	00896020	communication
take-the-fifth-amendment	00896020	communication
take-the-floor	01987522	motion
take-the-road	01849529	motion
take-the-stage	02541026	social
take-the-stand	01016830	communication
take-the-veil	00890040	communication
take-time-by-the-forelock	02407413	social
take-time-off	02417080	social
take-to	01780389	emotion
take-to-be	00691692	cognition
take-to-heart	00618360	cognition
take-to-task	00826456	communication
take-to-the-woods	02079296	motion
take-turns	00121022	change
take-up	00349076	change
take-up-arms	01095876	competition
take-water	02021515	motion
talc	00042095	body
talk	00964479	communication
talk-about	01036184	communication
talk-down	00866478	communication
talk-into	00770557	communication
talk-of	00945595	communication
talk-out-of	00770434	communication
talk-over	00815640	communication
talk-shop	01036638	communication
talk-terms	00763758	communication
talk-through-one's-hat	00841205	communication
talk-turkey	00966397	communication
tally	02663315	stative
tame	00202809	change
tamp	01577402	contact
tamp-down	01577402	contact
tamper	01588939	contact
tampon	01425821	contact
tan	00512511	change
tangle	02683607	stative
tangle-with	02642894	stative
tango	01900000	motion
tank	02286927	possession
tantalise	00852181	communication
tantalize	00852181	communication
tap	01405968	contact
tap-dance	01713907	creation
tap-out	01884553	motion
tapdance	01899750	motion
tape	01334500	contact
tape-record	01001315	communication
taper	00152582	change
taper-off	02689494	stative
tar	01275021	contact
tar-and-feather	01275146	contact
target	01153025	competition
tariff	02312973	possession
tarmac	01606339	contact
tarnish	01540197	contact
tarry	02645159	stative
tart-up	01682035	creation
task	02397742	social
taste	02198732	perception
tat	01678439	creation
tattle	01038676	communication
tattoo	01685228	creation
taunt	00852181	communication
tauten	00421502	change
tax	02312527	possession
taxi	01952731	motion
teach	00830768	communication
team	01091696	competition
team-up	01091696	competition
tear	01576346	contact
tear-apart	00848023	communication
tear-away	00179012	change
tear-down	01665698	creation
tear-into	01245101	contact
tear-off	00179012	change
tear-out	01353852	contact
tear-up	01576722	contact
teargas	01127984	competition
tease	01807344	emotion
tease-apart	01466421	contact
tee	01502331	contact
tee-off	01086581	competition
tee-up	01652226	creation
teem	02720849	stative
teem-in	02721798	stative
teeter	01885027	motion
teeter-totter	01996407	motion
teetertotter	01996407	motion
teethe	00095744	body
teetotal	01198897	consumption
telecast	00971538	communication
telecommunicate	00792365	communication
telefax	01009703	communication
telegraph	01009249	communication
telepathise	00994836	communication
telepathize	00994836	communication
telephone	00791110	communication
teleport	02108968	motion
telescope	01597703	contact
televise	00971538	communication
telex	00792627	communication
tell	01011267	communication
tell-apart	02197640	perception
tell-off	00827309	communication
tell-on	00843665	communication
temper	00303837	change
temporise	00319285	change
temporize	00319285	change
tempt	00795447	communication
tenant	02465906	social
tend	02725274	stative
tender	02301576	possession
tenderise	00515952	change
tenderize	00515952	change
tense	01575559	contact
tense-up	00026146	body
tent	02660091	stative
tenure	02402602	social
tergiversate	00837185	communication
term	01031675	communication
terminate	00353480	change
terrace	02231162	possession
terrasse	02231162	possession
terrify	01784760	emotion
territorialise	02437822	social
territorialize	02437822	social
terrorise	02512010	social
terrorize	02512010	social
tessellate	02666092	stative
test	02537291	social
test-drive	01935346	motion
test-fly	01945996	motion
testify	01016830	communication
tether	01292612	contact
thank	00893836	communication
thatch	01236402	contact
thaw	00376777	change
theme	02368596	possession
theologise	01035990	communication
theologize	01035990	communication
theorise	00635105	cognition
theorize	00635105	cognition
thermostat	02517090	social
thicken	00432280	change
thieve	02327226	possession
thin	00431952	change
thin-out	00431323	change
think	00691086	cognition
think-about	00736371	cognition
think-back	00612810	cognition
think-of	00611237	cognition
think-out	00631551	cognition
think-over	00632042	cognition
think-the-world-of	00696274	cognition
think-twice	01068314	communication
think-up	01637684	creation
thirst	02126525	perception
thoriate	00498472	change
thrash	01418847	contact
thrash-about	01894785	motion
thrash-out	01066173	communication
thread	01886807	motion
threaten	02702962	stative
thresh	01894785	motion
thresh-about	01894785	motion
thrill	02121816	perception
thrive	00311168	change
throb	02127130	perception
thrombose	00522828	change
throne	02570461	social
throng	02068059	motion
throttle	00234091	change
throw	01511000	contact
throw-a-fit	01799439	emotion
throw-away	02227100	possession
throw-back	01515777	contact
throw-cold-water-on	01823710	emotion
throw-in	02361973	possession
throw-in-the-towel	01085437	competition
throw-off	01516062	contact
throw-out	02507387	social
throw-out-of-kilter	00277400	change
throw-overboard	02308311	possession
throw-together	01743556	creation
throw-up	00076153	body
thrum	02191487	perception
thrust	01903255	motion
thrust-ahead	02000606	motion
thrust-out	01877150	motion
thud	02189056	perception
thumb	01960814	motion
thumbtack	01360359	contact
thump	01884106	motion
thump-out	01884553	motion
thunder	02093059	motion
thurify	02131151	perception
thwack	01417570	contact
thwart	02563998	social
tick	02190110	perception
tick-off	00664100	cognition
tick-over	01529271	contact
ticket	02504365	social
tickle	02124605	perception
tickle-pink	01816291	emotion
ticktack	02180022	perception
ticktock	02180022	perception
tide	01907749	motion
tide-over	02629427	stative
tidy	00276642	change
tidy-up	00276642	change
tie	01288043	contact
tie-dye	00289153	change
tie-down	01289516	contact
tie-in	02741981	stative
tie-up	01289516	contact
tighten	00421085	change
tighten-one's-belt	02273549	possession
tighten-up	00419690	change
tile	01341345	contact
till	01744489	creation
tiller	00095349	body
tilt	02042202	motion
time	00491904	change
tin	01398036	contact
tinct	00287688	change
tincture	00499380	change
ting	02184706	perception
tinge	00838605	communication
tingle	02127448	perception
tink	02190952	perception
tinker	01475976	contact
tinkle	02190952	perception
tinsel	02330401	possession
tint	00287688	change
tintinnabulate	02185727	perception
tip	02043389	motion
tip-off	00875151	communication
tip-over	01913971	motion
tipple	01174411	consumption
tippytoe	01927976	motion
tiptoe	01927976	motion
tire	00075867	body
tire-out	00074774	body
tissue	01677786	creation
tithe	02311988	possession
titillate	02124605	perception
titivate	00294739	change
title	01031533	communication
titrate	00492846	change
titter	00030135	body
tittivate	00294739	change
tittle-tattle	01038676	communication
tittup	01920627	motion
toady	00882499	communication
toast	00322952	change
toboggan	01943893	motion
toddle	01922796	motion
toe	01910518	motion
toe-the-line	02548403	social
toenail	01519497	contact
tog	00047662	body
tog-out	00043880	body
tog-up	00043880	body
toggle	02362560	possession
toil	02424873	social
toilet-train	00605844	cognition
tolerate	00670017	cognition
toll	02186419	perception
tomahawk	01557301	contact
tone	01068797	communication
tone-down	02195757	perception
tone-up	00101031	body
tongue	01738181	creation
tongue-tie	02318522	possession
tonsure	00037772	body
tool	02104619	motion
tool-around	01960567	motion
toot	02187621	perception
tootle	02187888	perception
top	02674870	stative
top-off	00485643	change
top-out	02387884	social
topdress	00504139	change
tope	01174572	consumption
topicalize	01015865	communication
topple	01980502	motion
torch	00379951	change
torment	01806671	emotion
torpedo	01140409	competition
torture	01806671	emotion
toss	01515257	contact
toss-away	02227100	possession
toss-back	01515777	contact
toss-in	01029370	communication
toss-off	01704514	creation
toss-out	02227100	possession
tot	00951320	communication
tot-up	00951320	communication
total	02651091	stative
totalise	00194134	change
totalize	00194134	change
tote	01456857	contact
tote-up	00951320	communication
totter	01923035	motion
touch	01208838	contact
touch-type	01007827	communication
touch-a-chord	01763770	emotion
touch-base	02394488	social
touch-down	01983716	motion
touch-off	01647199	creation
touch-on	01026772	communication
touch-up	00230988	change
toughen	00304090	change
tour	01849171	motion
tourney	01125585	competition
tousle	01476664	contact
tout	00973492	communication
tow	01457042	contact
towel	01396989	contact
tower	02702345	stative
toy	02442312	social
toy-with	00713544	cognition
trace	00731071	cognition
track	02082700	motion
track-down	01146304	competition
trade	02265169	possession
trade-in	02264892	possession
trademark	01591797	contact
traduce	00849849	communication
traffic	02265930	possession
trail	02062680	motion
train	00604693	cognition
traipse	01914866	motion
tram	01949042	motion
trammel	01483400	contact
tramp	01924691	motion
tramp-down	01871490	motion
trample	01933420	motion
trance	01810472	emotion
tranquilize	01768652	emotion
tranquillise	01768652	emotion
tranquillize	01768652	emotion
transact	02250547	possession
transaminate	00581422	change
transcend	02675266	stative
transcribe	00997148	communication
transduce	00162357	change
transect	01553731	contact
transfer	02398228	social
transfigure	00581589	change
transfix	01825070	emotion
transform	00545091	change
transfuse	02330038	possession
transgress	02572443	social
transistorise	02345732	possession
transistorize	02345732	possession
transit	01919358	motion
transition	00551900	change
transitivise	00421669	change
transitivize	00421669	change
translate	00961859	communication
transliterate	00996727	communication
translocate	02367322	possession
transmigrate	02704568	stative
transmit	02236443	possession
transmogrify	00384726	change
transmute	00382272	change
transpirate	02070685	motion
transpire	02070685	motion
transplant	01859141	motion
transport	01957669	motion
transpose	00381095	change
transship	02017015	motion
transubstantiate	00383764	change
transude	00067770	body
trap	02501834	social
trash	02228020	possession
traumatise	00089938	body
traumatize	00089938	body
travail	02424873	social
travel	01839438	motion
travel-along	01995963	motion
travel-by	02055618	motion
travel-purposefully	01879137	motion
travel-rapidly	02059573	motion
travel-to	01847631	motion
traverse	01916152	motion
travesty	01727960	creation
trawl	01146179	competition
tread	02095677	motion
tread-down	01871490	motion
tread-on	02096306	motion
treadle	01933641	motion
treasure	02260917	possession
treat	02519853	social
treble	01053143	communication
tree	01938064	motion
trek	01851334	motion
trellis	02515407	social
tremble	01892504	motion
tremor	01892777	motion
trench	02575705	social
trend	02037140	motion
trepan	01446490	contact
trephine	00061838	body
trespass	02577166	social
triangulate	02474041	social
tribulate	01802000	emotion
trice	01458268	contact
trice-up	01458268	contact
trick	02581808	social
trick-out	00043880	body
trick-up	00043880	body
trickle	02074802	motion
trifle	02713983	stative
trifle-away	02271267	possession
trifurcate	00330813	change
trigger	01647199	creation
trigger-off	01647199	creation
trill	01057138	communication
trim	01265128	contact
trim-back	00430013	change
trim-down	00430013	change
trip	01904401	motion
trip-out	01203572	consumption
trip-the-light-fantastic	01712535	creation
trip-the-light-fantastic-toe	01712535	creation
trip-up	00601230	cognition
triple	00247632	change
triple-space	01007699	communication
triple-tongue	01738012	creation
triplicate	01739680	creation
trisect	01553874	contact
triumph	01104145	competition
trivialise	00842092	communication
trivialize	00842092	communication
troat	00987955	communication
troll	02048452	motion
troop	01928458	motion
trot	01905440	motion
trot-out	02148369	perception
trouble	01774422	emotion
trouble-shoot	00263435	change
trouble-oneself	02513113	social
troubleshoot	00263435	change
trounce	01413739	contact
trowel	01315773	contact
truck	01958200	motion
truckle	02709292	stative
trudge	01925197	motion
true	00466204	change
true-up	00466204	change
trump	02183598	perception
trump-out	00977234	communication
trump-up	01638598	creation
trumpet	00979903	communication
truncate	02263294	possession
trundle	01872125	motion
truss	01290400	contact
trust	00690278	cognition
try	02535833	social
try-for	01075218	competition
try-on	00047034	body
try-out	02537291	social
tsk	00953943	communication
tube	02334288	possession
tuck	01392430	contact
tuck-away	01175505	consumption
tuck-in	01175505	consumption
tucker	00075174	body
tucker-out	00075174	body
tug	01455529	contact
tumble	01980502	motion
tumble-dry	00215917	change
tumefy	00258723	change
tumesce	00257393	change
tump-over	01913971	motion
tune	00296747	change
tune-in	02175958	perception
tune-up	00296747	change
tunnel	02045912	motion
turf	01237064	contact
turf-out	01471205	contact
turn	01911251	motion
turn-a-blind-eye	00803639	communication
turn-a-loss	02293733	possession
turn-a-nice-dime	02283958	possession
turn-a-nice-dollar	02283958	possession
turn-a-nice-penny	02283958	possession
turn-a-profit	02283675	possession
turn-a-trick	02469904	social
turn-around	01882942	motion
turn-away	01912802	motion
turn-back	02008542	motion
turn-down	02242120	possession
turn-in	02021627	motion
turn-off	01513208	contact
turn-on	01513031	contact
turn-on-a-dime	01865913	motion
turn-one's-stomach	02199637	perception
turn-out	02639962	stative
turn-over	02235554	possession
turn-tail	02079296	motion
turn-the-tables	00138980	change
turn-the-tide	00138980	change
turn-thumbs-down	02467453	social
turn-to	00899077	communication
turn-turtle	01897306	motion
turn-up	00424655	change
turn-up-the-heat	02510790	social
turn-up-the-pressure	02510790	social
turtle	01897306	motion
tusk	01447646	contact
tussle	01507112	contact
tut	00953943	communication
tut-tut	00953943	communication
tutor	00831849	communication
twaddle	01038676	communication
twang	02178411	perception
tweak	01595590	contact
tweedle	01734544	creation
tweet	02182105	perception
tweeze	01595932	contact
twiddle	02052840	motion
twig	00330464	change
twill	01678833	creation
twin	02665436	stative
twine	01520294	contact
twinge	02127889	perception
twinkle	02164320	perception
twirl	02052840	motion
twirp	02182105	perception
twist	01872363	motion
twist-around	00934760	communication
twit	00852181	communication
twitch	00009624	body
twitter	01055495	communication
two-step	01900988	motion
two-time	02582875	social
type	01006737	communication
typecast	01715070	creation
typeset	01748696	creation
typewrite	01006737	communication
typify	02704983	stative
tyrannise	02593331	social
tyrannize	02593331	social
uglify	00294191	change
ulcerate	00538233	change
ultracentrifuge	02051449	motion
ululate	01048804	communication
umpire	01087648	competition
unarm	01090416	competition
unbalance	02679419	stative
unbar	01345761	contact
unbelt	01368902	contact
unbend	02039626	motion
unbind	01306857	contact
unblock	01619364	contact
unbolt	01351669	contact
unbosom	00938680	communication
unbox	01488019	contact
unbrace	01287064	contact
unbraid	01522490	contact
unbridle	02371450	possession
unbuckle	01551229	contact
unburden	02365170	possession
unbutton	01370704	contact
uncase	00049617	body
unchain	01291411	contact
unchurch	01032430	communication
unclasp	01225049	contact
unclip	01370463	contact
uncloak	00937663	communication
unclog	01481768	contact
unclothe	02319926	possession
unclutter	00181809	change
uncoil	01526987	contact
uncompress	01392261	contact
uncork	01478367	contact
uncouple	01300399	contact
uncover	01342187	contact
uncrate	01489496	contact
uncross	01918785	motion
uncurl	02067414	motion
undeceive	00856470	communication
underachieve	02568500	social
underact	01755197	creation
underbid	02305827	possession
undercharge	02324270	possession
undercoat	01368058	contact
undercut	02356463	possession
underdevelop	02143536	perception
underdress	00049200	body
underestimate	00697527	cognition
underexpose	02118711	perception
undergird	02562555	social
undergo	02112831	perception
undergrow	00232402	change
underlay	01978930	motion
underlie	02670653	stative
underline	01016618	communication
undermine	02549304	social
undernourish	01181573	consumption
underpay	02255024	possession
underperform	02568500	social
underpin	01221482	contact
underplay	01755197	creation
underprice	02355874	possession
underproduce	01625632	creation
underquote	02356612	possession
underrate	00673254	cognition
underrun	02762433	stative
